"Compound Name","Formula","Mass","RT","CAS ID",HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,D2-2X-P1-A1,D2-2X-P1-A10,D2-2X-P1-A11,D2-2X-P1-A2,D2-2X-P1-A3,D2-2X-P1-A5,D2-2X-P1-A6,D2-2X-P1-A7,D2-2X-P1-A9,D2-2X-P1-B1,D2-2X-P1-B10,D2-2X-P1-B11,D2-2X-P1-B2,D2-2X-P1-B3,D2-2X-P1-B5,D2-2X-P1--B6,D2-2X-P1-B7,D2-2X-P1-B9,D2-2X-P1-C1,D2-2X-P1-C10,D2-2X-P1-C11,D2-2X-P1-C2,D2-2X-P1-C3,D2-2X-P1-C5,D2-2X-P1-C6,D2-2X-P1-C7,D2-2X-P1-C9,D2-2X-P1-D1,D2-2X-P1-D10,D2-2X-P1--D11,D2-2X-P1-D2,D2-2X-P1-D3,D2-2X-P1-D5,D2-2X-P1-D6,D2-2X-P1-D7,D2-2X-P1-D9,D2-2X-P1-E1,D2-2X-P1-E10,D2-2X-P1-E11,D2-2X-P1-E2,D2-2X-P1-E3,D2-2X-P1-E5,D2-2X-P1-E6,D2-2X-P1-E7,D2-2X-P1-E9,D2-2X-P1-F1,D2-2X-P1-F10,D2-2X-P1-F11,D2-2X-P1-F2,D2-2X-P1-F3,D2-2X-P1-F5,D2-2X-P1-F6,D2-2X-P1-F7,D2-2X-P1-F9,D2-2X-P1-G1,D2-2X-P1-G10,D2-2X-P1-G11,D2-2X-P1-G2,D2-2X-P1-G3,D2-2X-P1-G5,D2-2X-P1-G6,D2-2X-P1-G7,D2-2X-P1-G9,D2-2X-P1-H1,D2-2X-P1-H10,D2-2X-P1-H11,D2-2X-P1-H2,D2-2X-P1-H3,D2-2X-P1-H5,D2-2X-P1-H6,D2-2X-P1-H7,D2-2X-P1-H9
,,266.1519,6.82,,,,,,,,,,,,67750.0669556886,67967.1866060486,,,,,,61956.4767442934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110149.541302735,102493.450211334,,,,,,103663.76892517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32607.2921174927,40770.0136259156,,,,,,28276.3484420166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,519.3477,12.95,,,,,,,3244.67960797112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28424.6649964294,31031.1105538788,,31097.4268810731,31814.6635480804,32139.0699761811,32140.728838745,27183.6329285736,30063.1774083251,37696.7471267853,47554.3437831115,31930.6659140624,30543.2012989348,42376.8819313507,53692.3684866944,48372.2323554837,43726.8766202696,60995.8992439577,71854.7874827425,68297.0380638427,52453.7000133057,56378.9584049987,81064.2616065143,81369.0583151702,85942.9704178468,89656.3496021727,75188.4823769686,72710.4292489934,70004.334513275,65645.3106829225,74516.696321991,94136.6234099962,82232.2328699493,86991.61165699,70498.7810676574,69232.4324655762,79147.5329167784,82657.6169136354,75170.9958801729,69165.2223225709,73131.6282766114,82579.9511468657,80852.7997408447,81072.6337316209,75406.0615736694,56856.1916840515,61422.9553386685,75176.5330727235,75243.6832723388,71173.6045872955,85996.7858700564,70848.5000088806,57130.9344844667,71874.0454131465,40105.4151479493,39837.0211622619,70523.1806796417,55885.7465941773,76473.76210759,68973.2537588122,68329.0826090241,61104.8511073151,69860.601151718,58548.0466658324,38491.5641934814,59472.4492114944,63084.5647415771,71956.9243671263,65280.4058805694,65401.9962515104,59521.1843012698,76973.9045728455,103885.472860825,102011.446093048,65951.61036644,113011.012246994,100687.090855095,96284.6886507568,97902.1599532851,95418.8832606966,103114.107772324,99586.5995388182,95993.8532597504,101416.010513199,97003.8402937317,129211.868778214,130458.809865066,111108.126124145,99451.0028544464,104744.989628815,83285.5239832152,74988.568321762,86738.2289142457,77729.1497417908,101104.062082428,104526.653536743,120695.381332214,97515.0678528137,87122.5569268266,93156.9908838196,91325.4682401734,87356.950753418,85342.6377184448,100147.188736847,110670.035339905,115085.522942154,121964.36713414,83953.2403175048,104135.410989441,62268.7836441954,98892.6774436035,104236.368154602,98223.8270461731,107314.750616791,105489.104265747,118991.230804474,95688.860363617,75559.8295692139,72332.6284880371,92927.3118125611,92695.324625061,122254.330713242,111038.099899689,95558.6018196413,82099.6683797607,84600.593803955,56873.8070292206,71740.9374901428,82669.7911723328,68146.8762438354,95905.5874789735,46596.9705295411,82773.0593697052,76469.0780792236,81004.576434082,64710.4384228669,76164.0739916382,73208.4435398102,93375.4203573532,92379.3036843566,78504.5589199219,79513.3962518158,74811.0836349028
,,288.0644,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35825.1132318104,87453.0300584718,,33191.056989245,,,91903.4446993811,,,,,,,,98096.3217975297,,,39822.9338264687,88992.7701541492,,,,,28230.3850888672,34129.975424846,,,73598.876675156,,,82469.2825344156,,,,,,15408.7206554994,118836.702766505,30583.3542875812,37835.8860046329,,,,,,82826.3976973991,,,,,,81251.4235568059,,,76450.7591232711,,44130.4835465698,,35190.8898178657,,,,,,76935.31342151,,,,91001.8824111855,79252.9975002888,6770.63181832083,,,,25597.2211141768,,,,,,28753.7477998152,,27353.3266108638,,30707.298529885,17560.4920662907,26703.9202969364,,,,,,,,,34426.1084662885,19352.3700922072,,,,,,,20344.3745324632,,,42866.1806465156,,,41118.851186026,,21605.9548452396,,,15731.2454408617,,29811.1620996963,,,,,40103.7141944159,,,71472.6012743453,55500.3010638349,,,,,17814.0440455375,,,,18562.6252215625,61691.2478131127,17156.1878759028,23157.1925923908,76767.4622970656,84452.033422083,34325.0415784137,,28579.005033596,
,,124.9792,14.65,,19853.6008592423,24527.3267014883,27082.9435223088,10803.3528355309,141904.99970168,61062.606498903,24194.3179172111,67672.9514848038,28206.9478183594,18859.61956891,27804.4116764042,88578.3449592135,82218.091391732,10614.0947427737,174654.272895516,35483.5979475101,19445.7353204898,48854.2496660156,39688.7381766317,23041.9774411871,16540.8793114342,11925.2345403001,24306.9304113929,64160.0400834957,126408.559220966,28239.0923401841,40290.9778967696,10817.4208643967,20661.9272855897,17814.7957139793,147878.920252448,36471.3270165761,141346.391844375,35158.0607754833,12182.3878946942,33378.6053579633,27066.2966509279,102518.578225238,31647.2294218301,17124.2534642104,58858.555244866,18219.9527479035,38445.1202526059,938.454245117168,71714.5839517613,72766.3508520504,128222.681766682,113732.42861626,,16242.2951446213,186136.149835206,23927.1071230665,58206.31611138,14919.0274294825,13070.8283088163,78566.0235806883,32001.9180038979,,5965.68393281265,18897.9883064456,7582.3009493816,43873.1795906664,35103.4047986853,18384.0233928978,23520.4320095208,120991.761549,11346.5023162845,73148.997914599,164309.610042822,90701.1587346463,9082.70019921898,44583.6447009396,176662.145373839,213405.528405474,281170.381648941,261003.42629577,233671.984598299,204971.071094238,197420.304227684,276612.608362379,235869.794920365,186558.231361539,290565.491747763,134274.526905843,253728.207541418,224680.407029704,188233.397991281,183647.941553981,188469.764245434,232095.788092266,202038.55536564,240930.272511784,473985.292440062,222667.134205446,243496.914169662,167595.001057198,188195.296430786,215466.081102175,235702.747277575,376192.722677795,167871.282833246,259823.758386777,239464.754570493,208461.141954865,176485.027995024,203396.201075118,143449.946428793,487636.596037782,243277.869620904,281689.245561391,239270.773705942,5734.77747070324,237672.733566746,152127.422423817,144540.411006623,359953.881593039,196388.763328244,150178.752571208,242694.926351808,210573.876228551,198319.668703173,207850.145190719,230907.807881754,286657.883046777,149187.841998938,190024.964937131,143864.937171438,145843.700837406,182238.433504411,248378.334074275,207479.781396678,234621.416269634,300544.640562557,185640.161125161,247187.450056208,268867.30297129,212606.74545946,211414.592291735,260778.752417063,214765.259156793,205853.703995332,240760.414863066,217441.165025815,271919.159949324,116566.723431283,173126.090295836,141938.912864484,135593.600503153,164266.528566018,204907.620727846,162153.468516023,123167.048033445,172109.35610813,114568.655100096,152428.249986246,163301.338414462,322968.828634327,110473.721976564,121050.117277835,141447.243804664,143492.581323623,157822.48338501,169301.433309706,161842.638682375,252174.400314082,127764.868511717,222280.590136451,150263.556770252,172554.525356436,177444.598336394,158300.403305835,194495.339706693,174157.882056678,175587.643289486,149724.742731626,158652.519028387,127963.172674804,229083.502289904,203819.490380197,137609.694033364,144236.287111552,130133.847757368,173628.545153984,159344.548275452,170182.092458303,227318.066258252,194600.747865294,148608.630656676,157975.232003529,179416.493010398,174090.399767806,227588.518048721,168701.497981369,187901.037387967,162293.067946828,111754.336318977,159395.149729491,169532.850687095,215172.862883501,177430.518773724,12285.9433350519,189741.630315522,189038.244686177,137955.118002322,189872.269127975,180323.711149328,131387.376066872,158410.080318612,221367.711216437,177358.306789739,171930.621868811,157689.836154367,110250.989652714,279383.906236866,542665.53980553,114504.481957465
,,260.1157,2.20,,74836.7209433178,74758.7693322876,220525.796209435,70455.3477192402,,79709.4369674909,65913.1044862075,73661.4793121405,79722.3721303022,65685.9363282586,150979.257821217,76499.9197949408,,65637.5286508038,,59523.2715331354,67954.6379450622,66055.9990588526,,68540.6802568991,80129.0515381694,71036.8413851279,68571.3233522966,202255.481658852,69644.1964830974,64220.4801747635,72947.394019051,62580.047605771,146635.334375122,72501.5809615155,56219.0719937963,57185.4192547494,69882.6473834255,,146483.455223887,71035.7004329979,65030.2587744211,70532.7037318459,73782.290280084,70374.7866730136,71985.0450883491,74324.5674786975,70928.747020999,72131.6929120957,63623.7251714371,67720.1719198531,65727.3346663466,65512.1938582184,146606.61816252,131312.128680712,62463.7296583723,62014.6628696206,184581.078694388,,68310.7462402074,83046.8967544374,70301.9865183574,76728.3578732402,78182.4361582579,81024.9561729939,65788.7869607221,70837.904380871,70261.020410074,72132.1476489471,81548.2188456784,65384.0648858319,76750.2986109719,77061.7368793332,72387.9337597481,74485.8355179381,66765.9423189585,80306.7319556065,,99935.53856096,94254.3494701858,94773.369187394,95951.3031852935,91948.873879345,,88994.9477153238,91068.5905012803,,71991.7289651833,80946.5623304012,75443.2771309896,72469.317929007,73437.6680936362,72565.2887175612,151537.043643467,,84918.0288677049,70320.1293670558,71590.3342518728,80960.7663219373,71708.0166251158,,73645.1067875911,72264.6896473222,59434.5288385932,144298.910821983,67216.0747213505,64924.5988138355,61578.853227561,136513.841823608,62591.0920691259,60673.9872946113,61089.5563659069,123333.724285344,72278.4610195895,,191061.877417026,137055.752393905,65051.8249928644,63365.6164726875,137111.483803199,60458.647258179,57978.8464399287,89328.6146727998,58320.8561143815,69426.2718975618,75917.1152272905,75564.3465222994,70579.5229370266,68683.0992234433,55927.384326941,64171.4017396027,81081.6119483192,71292.8047241634,77392.4482624644,74727.2156245452,76538.9510663927,70992.0841287761,73545.3177775754,66334.8037660689,222448.979382018,82447.0927888044,81993.8672694283,68381.2388579436,,78027.9443728209,79936.8479247249,152755.788846467,78739.7372983175,79159.7290151824,114256.781016171,,314388.27723259,104442.024312094,103904.561131929,100719.519061434,99221.8766996686,190512.47619645,103476.533166987,94143.4984116039,88128.3599871093,94538.9706557339,185299.718883106,172534.857554075,86603.8251815356,77712.2741733743,79737.1246735068,177702.88789053,76322.3388307928,69745.5136525491,79036.3412137547,78807.5290564821,68756.9967776635,79783.3292010426,63905.6533259995,74916.1499883591,71607.2920760375,81424.7704479891,,80327.3675788087,74680.9730035403,71968.2724775699,76194.9513679466,71525.8084772837,168897.769050531,73389.1626219837,79936.7014328819,175621.949483151,82036.6232621142,76041.7559699171,80097.7761349418,70600.5586731803,,158018.395776055,66230.8108270321,,82984.5964677844,,,81644.7147016107,80982.3855041654,77229.7060309664,,74472.9317983053,85716.5362779407,258673.168306951,97439.1216060256,,81653.289731954,80485.4949622405,72058.6336012562,77989.7765918721,75542.0502966662,92970.0053033187,,93556.5083024086,86197.3464304662,89094.5967785701,267051.41867088,,83602.5203470825,89557.4982250171
,,449.3140,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15737.2172930207,17915.5089772016,23543.5595867213,,,,,,,17812.2395669001,14199.0816273497,14298.7113385012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102631.845847961,101278.203500966,108772.111893167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120930.944052187,121855.353869696,117539.177567269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,242.1673,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9382.72978631348,,,,,,,12186.5931319059,23619.1870631406,8513.79054156509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91901.3931738177,95597.0303018641,99657.1111140917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100550.858610499,101270.558312844,103393.719395624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,383.3400,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102236.119145306,78011.515861924,96742.3506998916,90334.438116252,112335.538684587,98369.4989245648,93642.5759675958,92593.4323852768,90288.9813908811,104513.715303981,71536.6127062732,72633.7960055422,86798.8563203884,84072.3931837077,73916.6693231699,97209.3102923889,73809.5664354606,65308.7115424082,42934.461500252,61485.4301692046,80778.3203212894,69544.6522528063,61485.6148512572,55744.8335755375,68854.7081659894,79279.4975907897,71304.1414900348,62507.7169148554,74722.01450412,79730.6690930178,69120.0325076143,66104.5610184898,79225.9999196843,58127.3253669526,45798.0585911958,73516.2610970762,55463.4914649351,72665.2465928991,79020.3538790297,67473.4551805731,75065.9460676422,50056.4122841597,57356.9727737238,70197.5838290864,76196.6981984636,58826.4957292318,71645.9901936034,50029.5909349631,48692.1831681677,61699.7373716313,56962.2443910272,79041.6833627701,42529.4447859499,53299.3566406923,64829.1674892135,68209.5280602259,79676.9716265259,64060.6762972184,57325.0710234055,50285.6816018066,72212.9172053279,48762.8988067696,69425.3247979889,83384.3382146301,76136.3705758362,63514.9303840823,63996.910665863,55194.8579894655,51615.2712304095,89769.0809734879,82629.7217001263,78677.5597889458,82608.4574347112,62836.6830071696,63167.3725868323,72727.2333619546,64429.7142365402,67707.7000553546,69409.4227115846,67224.6681751466,62286.9256548324,79308.1889195402,70354.4252559296,64687.2639036263,83464.9287832297,61240.1715262317,76083.8658010863,66520.0800622128,74972.6048102519,79153.5818294302,50018.8409393824,81141.9306150514,61062.8290595124,64116.1321519493,83826.4476544542,83710.7108700866,72528.8173818682,74995.8496139112,56980.7680271912,67761.9180852357,70158.5622858276,71684.8597602498,93233.537744644,87885.799049431,58203.138961186,61955.0101425235,65519.9166714551,59178.2910555366,75732.8752508762,59027.6134195931,49145.6543599465,79285.9020296681,84822.2614330821,81935.3170043335,71319.3779986421,70528.0645901031,57153.5676978651,84270.1248881529,89199.6107438782,65495.3497072699,74141.6007638635,74693.9886853778,62542.8258363354,53134.4330439903,67547.4320247972,51841.7393264337,102216.676098984,62640.4877492248,64049.877912594,74670.5197904359,71092.0105754212,64327.2839275337,57264.1710683387,76685.5165787049,80482.907023819,81419.869355316,76191.0383763428,51391.6100028771,74705.5766121379,74963.9049042931,57952.5575111563,27398.826924938,56952.2994256494,59657.451337898
,,288.0642,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44979.7633328552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11829.4764488526,32789.8601173096,,,,,,,39861.8410823518,97886.6844107775,,117626.987154628,143361.191493559,,50587.2439097952,63457.4364487208,73694.14257781,44644.8697672282,,11808.7948234832,79765.148276971,,73296.4591836006,,,,,,,47288.3472465892,26042.7765571289,60283.6339149927,,28424.6259313234,62970.113389835,87700.1317933847,,,11050.4323345862,,,74666.3503732723,,,,45751.1924845031,47848.9015140788,,51721.3569361656,71385.8250024821,,,,11861.320440693,,76296.7007633912,37274.604704129,88968.4222003988,,,15746.1373569945,,,,,14726.306193714,47835.4034716186,,41305.48945445,59595.9590824585,,,59490.4433371582,79431.3081332272,43893.7070566031,,92816.513495527,56077.0291244941,,,26334.2668179232,13145.2747747192,,18324.3005076416,12003.1289401611,,,,100036.555079162,,,,13891.7013674665,,,37356.8717664783,24670.5004266991,,,,,12468.3746087647,,,,36070.1031967707,,8514.83992520074,30805.1049204644,,,31209.1041717017,26282.5698466936,,117142.701854182,36774.1290165435,,,,,,,26563.3666171207,33990.3308119303,9421.57229786043,17002.5697159424,,23992.1206770019,20799.1925060791,25481.7208275368,81624.719263944,70241.8574159368,36367.0716322362,,24957.210713916,10616.8227595843,17843.6841573138,19225.8176124547,27462.1409649956,27045.3652933209,,,27817.3845231549,24784.2545611043,17448.4948324777,34183.950335852,,,39572.886652719,23099.1197535059,,
,,490.2370,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116639.867881256,111414.821166827,109205.127971512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,129.1517,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116624.22835144,22261.927394989,19674.6384354858,110073.443534042,85910.6709503175,73963.0578600694,61831.7778004759,47888.8065042571,32271.0622506409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,227.1269,1.27,,43557.9790202027,60796.2641310425,49319.9010946567,52732.0572819825,51432.8788503418,51478.2481679866,44471.1269374848,46485.8272107239,54734.5491093942,49663.9124073562,50391.1541821593,48186.2494246216,49891.9804991456,46413.1688266908,45314.9520854396,43688.0613330078,57192.0103905029,45969.2346837311,52116.978152771,51815.1470570068,50419.1582098873,51785.5306965259,50089.6974837646,44303.1658764649,45937.9385882263,46790.2674577026,50470.1746289186,48545.6434723664,50130.3173850404,51154.0278758698,39366.7232380372,42430.92949057,48340.9454908448,42420.4147959748,46654.3869510498,50188.8168564148,46814.6667298889,54313.304901261,49825.4298032227,50429.1465220947,52267.7053387757,48292.8575239419,45667.6395200196,56774.0345245972,43174.2046354828,50999.2281341203,46529.0658500977,47991.1267203979,48357.0719446717,44987.5622189332,43093.5235043641,40942.1268225008,55264.81053302,50630.415371292,46942.8249324667,56639.8596588439,44694.2570338178,58624.6989038085,55578.3825504762,54253.7739775848,49364.8086785888,44992.0147750244,49683.5476125029,54686.8945775756,62680.0984375153,50360.47880336,50760.5361573486,54279.2290646499,52847.0078256912,55154.35678833,52158.3847097168,54243.2252390138,104045.879154053,91130.6608734853,81471.2078797457,83324.294848755,85929.5245456695,76049.6572938231,95391.8895560074,71486.5128896158,77830.3114139404,91814.9453521728,70071.9629143068,75148.538977617,78523.0637301317,70726.9110858765,61913.3381380615,84041.1187939148,62670.866797119,60384.9089809569,85113.922378296,64692.6498373414,64102.6443876341,62464.9484521626,58520.1793658086,59143.5988246766,61539.082040451,57516.2978831481,61405.428491272,65263.08290094,57428.8682837218,54742.2621156769,57383.5340912475,55247.066534668,57925.6324731904,54549.1579028931,52874.7826619097,50217.2764145508,72466.9174384459,54529.4641816406,59983.3350808105,58692.837925598,63579.9010404967,52454.0119880573,56267.4245229034,49458.3862953877,53728.3147371827,90122.7799355165,55004.4230619506,56278.8637334339,69565.1321970418,67503.3179925843,75775.7239219819,62688.0739570313,59928.5055482788,62751.6440905762,72715.9665862803,57331.1184178273,61756.010837799,70817.9312669218,63233.3374937438,57820.4589511403,63332.2633630687,65229.1674157994,63404.4816085867,78022.4620070344,79687.3225527953,63769.7032483463,82016.5614107664,73904.4718337402,71257.196432312,74339.8912327881,72218.8743906662,77341.9449401854,99816.6684016114,94009.9825381163,87724.2897175292,82598.0605332815,81473.7943550014,80175.2642283981,69842.3474262389,89400.7443195572,79923.4423918382,60602.3964590566,61168.202475708,65338.1883254105,56704.9906964723,52469.5921794496,65812.00702778,52359.3686682219,50705.0945493165,55909.4771400757,55917.5173195495,45910.5397620545,83773.1243368223,64646.4146458111,53677.1424406128,60880.5524732665,43898.3629334565,54423.9637996598,55475.2821606446,69433.1805596009,50419.1379627686,54042.7041732484,54643.846102356,60265.875537323,51216.5096738282,48568.3546285706,49820.044548645,49956.5186591797,61581.6212456944,55488.0158938599,58638.9719106445,51445.5883200074,64851.4037591629,47354.5172336272,47463.0622823181,63763.9230188298,47413.5532320556,61320.3857593994,63357.4963621306,62620.6182800293,65632.5793316651,52073.5604787293,61377.1626303406,49881.2625159302,47432.4122980956,50900.3434403534,71297.9390871581,60903.5754942322,85249.9702122652,57945.6257727203,60619.5370972443,58865.198970703,68942.9065355475,54683.4762018769,70907.3945279367,63595.1969209208,66545.016464142,74439.6498645628,65986.0692130128,69971.3121363635,60703.6125832215,60079.4980961762,65423.7333607179,73830.9076422729
,,391.1610,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48182.4794706117,47956.2569274903,24686.6464649046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60299.2582339857,63669.8540291751,61360.1802420961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57441.2799111327,57713.467718445,57824.7107172852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
