"Compound Name","Formula","Mass","RT","CAS ID",D1-2X-P2-A1,D1-2X-P2-A10,D1-2X-P2-A11,D1-2X-P2-A2,D1-2X-P2-A3,D1-2X-P2-A5,D1-2X-P2-A6,D1-2X-P2-A7,D1-2X-P2-A9,D1-2X-P2-B1,D1-2X-P2-B10,D1-2X-P2-B11,D1-2X-P2-B2,D1-2X-P2-B3,D1-2X-P2-B5,D1-2X-P2--B6,D1-2X-P2-B7,D1-2X-P2-B9,D1-2X-P2-C1,D1-2X-P2-C10,D1-2X-P2-C11,D1-2X-P2-C2,D1-2X-P2-C3,D1-2X-P2-C5,D1-2X-P2-C6,D1-2X-P2-C7,D1-2X-P2-C9,D1-2X-P2-D1,D1-2X-P2-D10,D1-2X-P2--D11,D1-2X-P2-D2,D1-2X-P2-D3,D1-2X-P2-D5,D1-2X-P2-D6,D1-2X-P2-D7,D1-2X-P2-D9,D1-2X-P2-E1,D1-2X-P2-E10,D1-2X-P2-E11,D1-2X-P2-E2,D1-2X-P2-E3,D1-2X-P2-E5,D1-2X-P2-E6,D1-2X-P2-E7,D1-2X-P2-E9,D1-2X-P2-F1,D1-2X-P2-F10,D1-2X-P2-F11,D1-2X-P2-F12,D1-2X-P2-F2,D1-2X-P2-F3,D1-2X-P2-F5,D1-2X-P2-F6,D1-2X-P2-F7,D1-2X-P2-F9,D1-2X-P2-G1,D1-2X-P2-G10,D1-2X-P2-G11,D1-2X-P2-G12,D1-2X-P2-G2,D1-2X-P2-G3,D1-2X-P2-G5,D1-2X-P2-G6,D1-2X-P2-G7,D1-2X-P2-G9,D1-2X-P2-H1,D1-2X-P2-H10,D1-2X-P2-H11,D1-2X-P2-H12,D1-2X-P2-H2,D1-2X-P2-H3,D1-2X-P2-H5,D1-2X-P2-H6,D1-2X-P2-H7,D1-2X-P2-H8,D1-2X-P2-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9
,,438.1619,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660602.16113911,,,,462305.385842713,345824.962267392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10727.0721487427,,,,,,,,,,,,,,
,,121.0894,1.30,,433687.76578424,483345.348490143,395259.968483078,463256.859334441,475838.300419129,491631.024433777,488525.02475621,558427.762149674,486130.099328407,592419.046691132,599512.678067596,557382.09127243,583244.297110282,645720.018456909,600191.486508163,628093.126141052,622853.987842591,583851.344211559,588796.390691529,569072.995743804,577965.984356155,543350.928724037,607006.504870423,577176.168022817,601609.774693693,549837.943006209,648952.026808833,599834.795897766,641949.657884185,632437.69999054,538514.274758612,618855.607845674,628806.612610023,638301.76235434,677778.559172929,649290.726928307,714595.063831147,690312.033329435,751771.624720447,711334.720338673,711986.284555205,714222.04105745,758922.518395968,710067.825060381,753748.855389496,590229.142830963,657795.710063412,,557750.957528218,659144.503078002,656713.634908663,698559.396563732,707183.743090605,692623.653999176,771619.766222793,352804.005494186,533659.66035443,591394.255976971,,411993.828110137,421165.548197479,645361.499453973,648328.159057816,615782.650390266,681551.306813147,523287.821782562,551724.923339997,417439.313308274,,511282.447065856,581465.743502107,591523.899288648,522746.707465425,572822.489821625,502266.684991271,557731.997921205,9150.70569932555,,6930.44997891235,,7781.21038171388,,,,,6253.72438659667,,5154.20949975586,,,8303.20156204224,12252.6990617065,8186.87590100099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6745.39445178222,,,,,6639.30990747069,6953.47415039062,,,,,,,6204.73410836792,,,,,6307.30411193848,,,,,,,,,287660.740491508,335491.881280364,356825.023381443,312621.11190805,318657.914809524,337915.642324051,308539.364123535,297868.889784882,396328.760625714,297524.526389807,321387.346201309,314785.40468157,336469.689564454,287598.245790639,352774.34500409,323168.302981187,334671.104095336,297025.146516785,316086.204712142,345506.742556092,344040.063857712,346640.582243185,287568.983084351,285021.454046295,304718.236323881,285300.948056862,354288.556178314,281414.927117538,317092.038438762,328308.096878685,261353.255386291,255807.741597977,312053.73007428,267936.987349548,115724.568899475,305601.65098526,309680.174392578,306367.232431138,330936.189643776,314858.131552612,317196.335545716,325944.18114801,336731.939586258,322904.899297883,301766.345311035,332192.954977355,296349.191785705,291986.745137268,307188.829243448,305697.91221939,339335.548427185,319426.092078247,318980.109453217,304756.116023408,282708.437378967,347958.714474389,298987.009590866,347792.537977181,350600.41309362,330235.83239811,296930.234492319,292993.941517578,298366.638083405,303773.203289505,303856.648823427,306291.448841736,294908.650083328,349465.589175048,305866.475004074,320738.489603431,327029.895224518,310490.683471804
,,297.1187,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619286.264875457,,,,659810.581144423,661767.89508188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607134.457684984,,,608762.536255369,600198.044843736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31130.1742458189,,,61616.2047216034,44023.4244069368,10699.6582887879,,,,50826.3040567841,,,7935.4770234983,47556.1490196274,14850.603950363,,,,,,,11561.1181419067,10249.699645935,,,,,,,,,,,,,
,,315.0426,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712366.980974168,,,688802.447730562,693875.709026917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15786.3760894622,,,46144.9940151978,42347.5462352601,,,,,476982.522194826,,,396138.360824952,483565.351459228,,,,
,,123.0797,14.55,,308627.606084493,287872.389688296,121540.784457655,256520.323817383,143527.123317765,211410.496178924,93009.9298283223,212469.221874716,102359.042639129,185034.200594047,128851.245809273,,159811.057656601,243484.660513528,144385.118857867,127175.003607898,138098.21889567,167035.000280053,125310.199315387,112847.802946106,118359.399349716,162826.386526733,137444.685077133,562002.250263061,575577.765704733,153618.31274649,124919.24833813,149270.718139926,188417.648204386,180110.794290519,25748.7360635247,143557.743575411,156069.721962188,142963.132774866,207681.418073179,165684.205425281,164803.618790818,160083.028474216,773991.124832947,120225.711454825,187390.875764729,140652.146982208,544028.778063005,168799.332277467,165930.779331915,113312.791757844,127823.301403403,109749.821537708,135400.133986314,184333.676102578,115560.394532059,20994.1926770776,139914.977447109,808448.983371368,174198.014687892,148274.229331817,215843.231647935,108729.95064804,156253.696864953,295911.778110352,89727.964863044,136031.165001264,119554.470963712,478085.539630256,131587.983063066,121837.255844377,185554.234946137,113230.7479759,102848.809370054,146610.745363423,92782.5321534116,133813.761305905,120737.694300866,481080.991571674,101865.101782764,119179.889272602,184620.734250593,199355.450636209,245566.630840896,293044.629434058,135700.88481837,237134.769855332,158303.566781196,201800.606924911,206805.367717414,736733.319391161,43440.2932145356,156043.83422956,151677.392232811,154389.916053788,162687.287421087,123232.449803564,205828.675179023,170306.239587471,172519.008132936,126757.350751915,128592.630179991,154338.135431742,192807.034773554,349795.933752626,181165.448022314,532382.343157399,288194.543866879,124139.53945946,128707.333789882,115612.026202729,156875.502342159,714908.201855462,121359.024991781,192161.015565305,224936.589852196,133668.254047489,320871.965634105,131418.835960721,156351.468058472,142218.568785895,194274.645800561,137932.012427362,196740.974544452,144481.581881584,179640.577264438,408420.049584232,205456.292804555,150255.819580099,148372.834967842,151830.782470721,179939.275386327,115079.892993835,117277.935995502,408831.89983101,260854.119903146,123792.373500095,280494.920151699,247440.126677071,367241.314737808,173584.771179966,222898.365289558,124416.099433542,102245.658380343,140095.732120096,157186.64331784,148382.911572096,161806.52599794,527407.013511891,159124.699213126,141470.54131886,140138.82026446,393702.00364621,11565.9284094391,14427.6785049439,12976.6766054994,,,15354.2129877318,,,12958.9452887878,11646.9447222901,,17621.5889947206,16884.5058931732,,,14699.5777579041,,,,,13410.8550828248,,12004.5783348084,,,12871.7434800109,12508.3919421081,,11233.2164947204,8546.34808007805,,,,,,13792.1429579163,,13889.6874839019,,11331.5195639344,,13735.120185028,10204.0457966309,,,,,,,,,,,11335.0504350585,,,,,,,,,,,,,13443.2073441315,,,,,
,,284.1778,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553344.265222694,634787.211155628,598979.051959776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638741.441585182,617145.491685842,610043.101498837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38714.8953222532,44390.7884627061,64610.0461323246,12898.3788152099,,,,,,75501.8286721757,153067.448723143,55649.7797975913,12136.9679469852,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,210.1375,2.60,,3394654.79870187,3370563.44614931,3281706.7074103,3399361.02955894,3262121.5031384,3337389.53171736,3463731.4792411,3352713.58911011,3328895.9073954,3696303.00102913,3705627.51390788,3675103.80421307,3714813.94653474,3653043.90717483,3687412.2776514,3876523.77560116,3856175.16512726,3551962.40243585,3489239.71408061,3527154.11733504,3439862.09523651,3531103.95978373,5718145.50208713,3450830.80778773,3661111.05943675,3444689.18946607,3505087.73812944,3630202.56990154,3552541.56347479,3458817.83287623,3491716.64536691,3573305.14740714,3573153.2874606,3689670.66957302,3540451.68687929,3452005.45232855,3632143.34512309,3605602.28811705,3543358.76678428,3585677.64092291,3594804.11943145,3622613.12103877,3747752.99909574,3569854.51541254,3555429.31224869,3608654.32417257,3623540.96086078,,3581583.58319102,3678806.27501076,3605042.69129469,3565864.01290238,3696351.6434938,3735856.82727562,3591402.0097473,3504526.45462411,2616690.63276176,3459406.14379064,,3539020.02719849,3419636.94428824,3596955.24932934,3647577.85936924,3510159.41868472,3506741.62609468,5980636.36699642,3430042.50647877,2791486.7932781,,3468151.83136139,3519697.32862398,3529824.60894406,3378843.52116008,3562925.37376234,3291097.29703248,3463088.15869131,3800116.75812519,3677262.0626,3578900.15450263,3735172.36233749,3548692.9906949,3565952.93815559,3645925.52099478,3570826.9664792,3625440.63918413,3684204.19201715,3500223.55315519,3424778.35700612,3475391.25836063,3441142.81329709,3456180.25737001,3491561.45081556,3411804.7973221,3477863.50636055,3458778.47145351,3424091.43025007,3360693.31967386,3480823.25109394,3381399.75429098,3296661.89610048,3387973.81826351,3340341.65735222,3254184.90603899,3151254.72287646,3360690.10596302,3256680.17891773,3132635.67918403,3288152.93364576,3378728.02495605,3381351.24072727,3385792.16136393,3189339.47230877,3364969.12760656,3383796.75213569,3403122.55970551,3347164.15210751,3405279.72446181,3421490.33854373,3456442.71919168,3355659.80461948,3369571.47714237,3787696.98645959,3341700.76916588,3446718.5319025,3581256.74188588,3564361.07238477,3531809.87230897,3536327.17075462,3301490.91776793,3437233.64439137,3592225.32244076,3207763.06797577,3396589.94985551,3615819.88260611,3569747.87318408,3487924.40591912,3509213.59694706,3442841.32481585,3577537.84348389,3622574.9407725,3557940.84381293,3203519.54836874,3500283.88598347,3524121.915493,3545504.45267478,3592608.02662917,3564395.60077226,3536163.15539596,2856390.97662071,488572.098258468,636279.695492696,1671495.9895662,3052641.36961475,3011024.21705354,2862810.79490721,2996444.52259812,532730.450873398,2861089.7108724,786505.834993931,294516.924468182,1642297.09860367,970002.244934455,703911.946075554,1044080.45923458,1421453.59551521,605944.898115261,658019.1264395,2969674.06916689,849241.35203283,986683.041458614,2978018.18534881,999634.402115706,689381.814563061,775486.798745729,652166.619492671,219113.474971173,676514.977012571,1779130.3937533,619890.719492058,558298.367209876,257041.487422177,2961513.3529069,779468.474532607,739851.000085756,706864.09650161,1241325.3209955,933085.645316818,3101179.00229526,692034.368341849,233443.189817215,3119492.03554606,507218.696450697,556618.368915651,617339.351838833,1276806.30095857,783262.687764115,159445.494914063,2963055.23869591,540848.818832118,486427.85167916,3091711.0276869,673722.268307001,2873577.82189058,302962.766056844,1076045.12914162,604893.533934022,968405.434604302,1554723.99846918,135685.774093573,1048582.33188684,570290.953410572,220563.330635558,246886.31254779,273903.092235959,1089262.45079017,2997288.57704392,216583.717414794,109749.374773305,1245973.43831451,772370.308091663
,,342.1580,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17298.4178779602,,,,,,,,,632196.494872544,554794.086184822,,,,,,586878.643238465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35714.1654581146,66981.6328566437,,,,,,5314.50637805177,,453208.870507111,457010.129511841,,,,,,78635.3972745057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,612.1756,13.14,,,253447.960702591,252523.683506805,214168.270763977,566314.350212555,502582.288763794,356748.272856262,215721.080556442,102626.723801712,216798.867941254,229262.074648392,207404.785100883,173315.741027619,157753.564602081,159793.285783691,210588.41938327,184053.974992477,165026.737574524,125868.158917557,199023.53999765,180868.967358612,113672.488434052,96712.5170730591,117168.654300598,188231.000351624,233086.428752732,155987.872895752,101400.592764801,229175.886437759,203237.40663591,62429.1962928314,52858.8166378022,80262.9283838807,130994.727361404,215866.361436188,128790.599315155,91428.6690704041,219472.086567665,169713.953594376,75093.4317182007,66442.369631958,100787.533313492,148097.325223541,210171.612008621,145327.688635437,83779.3256352692,168346.395491448,110506.347761108,,63393.3512460022,54516.772890335,80524.4430926818,128507.233494842,149018.829634812,133056.505381042,93370.9893718414,,166310.849020172,,69090.2359734041,65612.657386261,94198.2708897095,126705.974265839,,89235.0913911744,112614.564018372,,,96958.4066678314,97226.0714913635,91078.4964263001,150498.539604187,,136475.90568103,,145617.680307648,,376894.805353472,508113.623368057,,,,,262043.161342056,295009.723566818,689931.274614119,703304.585981566,731906.257078247,424210.944890778,397949.061330383,609734.33975323,671470.958554161,623375.238942352,403985.339016449,566147.882292938,724148.918169739,648180.507411484,538566.774546891,544073.545702652,547050.411654373,652792.493474091,662695.302659485,417136.37315828,454634.08410141,454448.159862137,563512.56716008,494153.293063706,432790.816764069,448112.678971801,594415.08784169,614358.329370621,323763.171942077,397768.532446381,539373.209202591,451626.799157074,352426.770910751,340973.081467071,357735.251734894,523844.123239563,534728.803891205,305857.380486755,289656.099078323,444695.614028717,432727.663604172,254367.921823761,231868.662665253,277489.841840607,398096.305401245,469885.65199205,296979.753194519,325778.394229103,221445.561902527,232678.220848694,281811.240744262,263517.693128418,330330.9959216,341064.580983109,397209.162373321,203692.780089096,339666.94515094,340490.367385254,299904.091495117,333584.382366424,319419.273773315,394367.287895614,,,214994.724695435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,207.8997,14.66,,737691.621400936,684809.871696222,701399.613809437,717603.218134846,736012.312181326,721782.319441162,676100.901910019,719684.370222292,706924.701501626,736724.005425696,717716.681758951,720942.867071116,493550.078176036,681470.453806716,698872.79792715,669445.16749426,717781.1037618,708405.849388953,698978.95406047,718234.180621033,703009.754330271,702045.61281738,686965.178777958,725330.554178372,723903.050368465,686665.779915455,727461.96125446,718894.551657813,726393.220466592,717536.341431485,710766.31989082,711104.115334781,733900.294055567,709157.114692139,709922.192597779,686624.333673537,760811.642513163,734352.760128867,720728.832556378,721600.800354005,691824.056475446,712162.685407868,497653.874245758,727631.813400378,708223.907206231,744510.795369813,695209.252344978,700591.556635557,726072.354879907,728043.59434263,744318.508421424,736343.012511782,721783.463689954,721658.259844196,514004.797539994,723524.052984309,743017.413997948,740753.217570562,724647.534347972,713838.524086917,526954.372728999,771348.212799228,734337.907708311,550334.903776656,710604.793436584,720139.804661241,734717.648175441,684353.480545889,701170.700237668,735950.054835256,706372.515920535,708572.493205426,728446.634059982,724926.611953694,676722.149729999,719277.484732567,796333.23652157,732440.228979251,697739.45262095,489559.593652516,500676.06904922,761602.610835233,751951.34315354,753282.164636066,740864.695700818,690679.079804318,684074.527960239,409861.505159267,695744.1111075,729555.606063768,710596.400279271,725426.113692692,712419.581817025,672818.18983263,690073.620505386,484234.834204256,468788.352170334,691511.802217709,701802.597770287,689645.641086565,740230.983298934,701193.512967402,727672.894612137,706741.42371314,707720.730560113,724745.288191219,720994.319218398,660987.475030286,683197.231051873,671629.835211233,726754.823668995,731674.997833749,742832.764136466,746691.588393516,739286.458213426,677231.861413111,480873.537594232,737890.963277981,741482.027678963,746663.926702664,290720.776370047,745994.941482271,690402.929688121,731241.600915021,722656.730690048,665540.324856975,725628.681484782,511979.765439704,719651.192042587,711015.574935278,732496.936650816,390546.482166507,809375.888379761,735975.647231406,760191.494261974,713285.510118091,476509.58093139,475623.697900288,736353.82625644,746506.876072413,751901.403255268,461793.382472391,698603.514767508,703341.266814525,782549.437071031,779096.475119272,767269.335596063,754006.601877166,824274.963226687,636218.507850207,642176.899245033,758188.988419833,638923.650919644,722281.362845116,726075.954958432,739974.591149357,612213.092911027,614635.742296675,629103.836467631,632955.837371057,844415.859653383,598088.218530569,672239.240724078,629084.378060782,586597.317212324,535899.992235827,606198.70066244,714003.993979159,633967.327190407,790820.349566579,614249.199685771,596265.671669055,515056.558793071,591216.465044743,753772.348936894,757719.207661847,736245.929552066,610942.669773957,551531.323119227,544653.534458316,718829.242898943,681225.673019149,568954.259089132,324976.080633607,589942.773264978,711468.946011181,541639.913492617,585962.497922334,673643.710567052,682384.636198654,800148.818485429,586649.652133675,560385.079423304,542930.495659318,511480.954922059,669140.25208505,668805.340320037,606280.987003918,536775.092978018,653736.550317724,684534.210427825,776743.578925859,565771.413476853,685089.996622089,659448.951366138,548425.775996895,625906.873550004,561115.94287976,692581.829698067,509749.992013453,665775.167240986,586721.359049771,607323.184678423,542066.891780426,576168.832440323,710285.343951172,706752.350471835,558101.065139424,535331.625123586,691853.619025554
,,226.1306,2.00,,489130.297910614,459905.845889031,454872.428206497,473184.030826819,426713.484898268,447618.480186947,457567.522395226,460156.142059547,425085.226351775,545691.109244299,498920.286097188,519522.528016203,489052.290629624,477882.903905717,481064.02558258,526982.078128759,505248.75929971,445934.328558563,493826.606280932,469521.888810909,443132.301832229,452295.081605374,435597.17798661,412848.571892422,470453.518456063,432356.790816962,437243.139358184,495957.578185319,451313.532400816,461254.690017682,421481.034244752,438991.972331305,443061.950982959,458440.049270411,445984.026612767,429417.880502332,529980.414564341,480870.529297422,521843.906694881,489086.768606731,474734.234011746,463648.781658662,512713.437312683,460352.019444614,483682.617271118,507799.488679585,489395.668311758,,553125.543525881,495981.703267453,491967.777132285,432855.263887594,457917.060393117,449364.879419211,495858.41267513,503083.430425241,306532.737065217,501249.630745817,,481225.6328532,419927.632213587,485477.305870142,507054.236687119,470771.279103732,482985.248037734,583146.133178468,503148.912797433,367494.641653014,,510408.872116169,508466.957569703,522450.988351653,472592.27012253,514327.020762095,462525.667585562,502174.510263835,652163.087720398,585901.781602182,603841.79998772,570347.961654201,542803.156585476,546733.455048431,570313.072323571,533612.03876439,562085.291367996,583597.776232876,489870.231392004,474370.774455879,501054.538437509,473596.094704567,474072.8401328,481453.089283451,449837.401292604,472858.274520491,501816.145934722,445602.989558991,444875.598577616,502420.163966354,448645.321565554,431883.579164978,447866.922985451,427771.689171134,415466.20848875,435467.287203882,397716.533051601,394926.162466441,381237.427985361,389174.468155469,372419.967712305,395086.576242529,394875.942774057,360970.025855548,446518.976382538,387827.357876136,410531.581394118,393665.753908603,397905.456226377,391129.470050172,407357.608519188,370478.1702423,390175.106192598,520711.95937234,380772.929763626,421631.753913959,454679.864944862,434950.743422788,399739.852536827,409080.713518428,367880.599893528,388678.935405559,509657.740302342,429724.862084277,465611.342621299,476468.203356892,454458.957281888,423537.679213014,440370.123880947,442817.987656887,448342.91199881,518172.726636489,523649.372801054,424196.496552632,493680.793160339,484941.884067375,484041.172700093,504153.857061267,473959.782492036,502579.34609935,397752.908110074,439293.259904695,471292.784425278,436137.147299622,448862.716993947,440146.29980612,402899.485582195,448278.278362402,469480.683965139,403772.126867901,442169.017657025,279173.282546175,432678.107635562,400808.749772859,442318.975185851,425888.961439551,432767.819249133,402046.108482433,459075.147571288,302289.648161146,446858.447489155,420939.19005085,399704.171930733,394921.416337989,430774.4885742,399154.098334497,431465.042155833,385353.443456415,434181.949317538,231574.887990188,374455.127301998,370319.763379926,423620.539090836,374140.043774049,439960.903375855,185267.798808814,416339.394726942,408711.660221537,445847.392390589,287436.500822637,428304.928823748,306075.564605882,287584.917232658,282043.502880826,216947.356410845,419844.288570375,174605.455804405,417471.997325128,448204.196836156,402801.030017992,398442.281344072,397999.61236016,401448.870389648,419339.337221073,403154.36902277,122290.043908081,425056.69599349,491465.852549216,203554.696954252,120889.124281162,412923.910924842,418452.970663049,432631.491439885,450330.082387341,444005.436125352,432927.815203772,271344.755881906,453502.694543654,430116.087741758,433029.83640147,421214.854409224,88969.8411383831
