FeatureID,Taxon,Confidence,donor,conditions
e810c05ef3bbd54aa5c5ca517bf5d983,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.972361973637629,3,"BB,BG,BHI,GAM,GMM,LB,RCM,TB,feces,liver"
f3384f1f36a908bd09b3c265bac26f8c,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter; s__,0.926324960347372,3,"GAM,TB,feces"
ab3337119e2273b32a31f114a48576e9,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__,0.999995773570525,4,"BB,BG,BHI,GAM,GMM,LB,MRS,RCM,TB,feces,liver"
25acfb0521d3fca92c68d6b122b6534d,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.99989947288274,4,"BB,BG,BHI,GAM,RCM,TB,feces"
58eda7902135ac6a5114cef370240f92,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.999999998982972,5,"LB,MRS,feces"
134df4d2c6938150e698ee8038e9b2ae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.770027910334303,5,"BG,GAM,feces"
55d208732b0e4b675f7b8b82d3ef6584,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.826138679312407,5,"BB,BG,BHI,GAM,LB,MRS,feces,liver"
7ed80d56d82370f52aa40aa5320d1a9d,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.999968035633174,5,"BB,BG,GAM,MRS,RCM,feces"
1f133c22c4e4a1c932a795f1b99c9005,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__; s__,0.999994957475631,5,"GAM,feces"
4d334598e144b1d31c0b92a301b5cc68,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.890203618245728,5,"BG,GMM,RCM,feces"
23d6e67ff377b63cc8506920f662b5a5,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.777094864779479,5,"BB,BG,GAM,feces,liver"
7759604db6eb1f89e430cab74dcbc5df,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,0.99975459906792,5,"BB,BG,LB,RCM,TB,feces"
52b0b029f6448668cdc257436616a55a,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.999999999693003,5,"BB,BG,BHI,GAM,GMM,LB,feces"
69636c94171dbf54c2e3057c0e47adf7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.999981391823149,5,"BB,BG,GAM,MRS,RCM,feces"
7da58db581819eaa58944eff8af7bbf3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999835861200482,5,"BB,BG,GAM,feces,liver"
cf2291d2cc448ad6d8085c9496d3fad1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.836809540172265,5,"BB,BG,BHI,GAM,GMM,LB,RCM,TB,feces,liver"
74792adac452eb3544cdc17064d6bbee,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__,0.998217764736899,5,"BB,BG,GAM,GMM,LB,MRS,RCM,TB,feces,liver"
cc4a5e72dd15f27b320fc8fc6f703526,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.999999999998948,5,"BB,BG,BHI,GAM,LB,MRS,RCM,feces,liver"
1a480d07acef755b9599c6dccc425db1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,0.999446457864091,5,"BB,BG,BHI,GAM,LB,feces"
74d15e99155c71ec330c7f2c84d44372,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Pseudobutyrivibrio; s__,0.966511563581326,5,"BB,BG,BHI,GAM,RCM,feces,liver"
ff3a818a224b7b442a3a1539447aa2ca,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__; s__,0.999999999832113,5,"BB,BG,RCM,feces"
